Cellulose, Hemicellulose, Lignin, Solids Loading [g/L], Enzyme Loading [g/L], Time [h], Glucose Concentration [g/L], Xylose Concentration [g/L], Cellobiose Concentration [g/L]
    0.574,         0.147,  0.279,              132.347,                0.448,        8,                      12.649,                     15.316,                          1.547
    0.574,         0.147,  0.279,              132.347,                0.448,       12,                      15.318,                     16.615,                          1.798
    0.574,         0.147,  0.279,              132.347,                0.448,       24,                      21.758,                     18.345,                          2.137
    0.574,         0.147,  0.279,              132.347,                0.448,       48,                      31.136,                     19.548,                          2.119
    0.574,         0.147,  0.279,              132.347,                0.448,       72,                      37.943,                     20.068,                          1.849
    0.574,         0.147,  0.279,              132.347,                0.448,       96,                      43.170,                     20.375,                          1.552
    0.623,         0.140,  0.236,              145.825,                0.256,        0,                       0.000,                      0.000,                          0.000
    0.623,         0.140,  0.236,              145.825,                0.256,        1,                       6.435,                      4.494,                          0.505
    0.623,         0.140,  0.236,              145.825,                0.256,        2,                       8.155,                      6.836,                          0.739
    0.623,         0.140,  0.236,              145.825,                0.256,        4,                      10.420,                      9.697,                          1.060
    0.623,         0.140,  0.236,              145.825,                0.256,        6,                      12.127,                     11.479,                          1.294
    0.623,         0.140,  0.236,              145.825,                0.256,        8,                      13.572,                     12.731,                          1.483
    0.623,         0.140,  0.236,              145.825,                0.256,       12,                      16.038,                     14.412,                          1.778
    0.623,         0.140,  0.236,              145.825,                0.256,       24,                      21.824,                     16.906,                          2.322
    0.623,         0.140,  0.236,              145.825,                0.256,       48,                      30.331,                     18.818,                          2.761
    0.623,         0.140,  0.236,              145.825,                0.256,       72,                      36.821,                     19.682,                          2.845
    0.623,         0.140,  0.236,              145.825,                0.256,       96,                      42.096,                     20.198,                          2.776
    0.641,         0.065,  0.295,              190.440,                0.531,        0,                       0.000,                      0.000,                          0.000
    0.641,         0.065,  0.295,              190.440,                0.531,        1,                      28.009,                      1.228,                          0.615
    0.641,         0.065,  0.295,              190.440,                0.531,        2,                      36.647,                      1.830,                          0.810
    0.641,         0.065,  0.295,              190.440,                0.531,        4,                      46.802,                      2.677,                          1.018
    0.641,         0.065,  0.295,              190.440,                0.531,        6,                      53.379,                      3.308,                          1.130
    0.641,         0.065,  0.295,              190.440,                0.531,        8,                      58.288,                      3.821,                          1.198
    0.641,         0.065,  0.295,              190.440,                0.531,       12,                      65.488,                      4.636,                          1.264
    0.641,         0.065,  0.295,              190.440,                0.531,       24,                      78.289,                      6.246,                          1.252
    0.641,         0.065,  0.295,              190.440,                0.531,       48,                      91.166,                      8.009,                          1.032
    0.641,         0.065,  0.295,              190.440,                0.531,       72,                      98.414,                      9.028,                          0.816
    0.641,         0.065,  0.295,              190.440,                0.531,       96,                     103.299,                      9.716,                          0.644
    0.607,         0.133,  0.260,               87.589,                0.969,        0,                       0.000,                      0.000,                          0.000
    0.607,         0.133,  0.260,               87.589,                0.969,        1,                       7.609,                      4.482,                          0.408
    0.607,         0.133,  0.260,               87.589,                0.969,        2,                       9.894,                      6.190,                          0.499
    0.607,         0.133,  0.260,               87.589,                0.969,        4,                      13.078,                      7.905,                          0.547
    0.607,         0.133,  0.260,               87.589,                0.969,        6,                      15.518,                      8.819,                          0.537
    0.607,         0.133,  0.260,               87.589,                0.969,        8,                      17.559,                      9.405,                          0.509
    0.607,         0.133,  0.260,               87.589,                0.969,       12,                      20.902,                     10.135,                          0.440
    0.607,         0.133,  0.260,               87.589,                0.969,       24,                      27.782,                     11.127,                          0.283
    0.607,         0.133,  0.260,               87.589,                0.969,       48,                      35.518,                     11.841,                          0.145
    0.607,         0.133,  0.260,               87.589,                0.969,       72,                      39.980,                     12.157,                          0.090
    0.607,         0.133,  0.260,               87.589,                0.969,       96,                      42.946,                     12.345,                          0.062
    0.629,         0.095,  0.276,              131.544,                0.743,        0,                       0.000,                      0.000,                          0.000
    0.629,         0.095,  0.276,              131.544,                0.743,        1,                      15.949,                      2.859,                          0.607
    0.629,         0.095,  0.276,              131.544,                0.743,        2,                      20.558,                      4.150,                          0.789
    0.629,         0.095,  0.276,              131.544,                0.743,        4,                      26.339,                      5.716,                          0.955
    0.629,         0.095,  0.276,              131.544,                0.743,        6,                      30.383,                      6.709,                          1.020
    0.629,         0.095,  0.276,              131.544,                0.743,        8,                      33.584,                      7.424,                          1.040
    0.629,         0.095,  0.276,              131.544,                0.743,       12,                      38.581,                      8.415,                          1.017
    0.629,         0.095,  0.276,              131.544,                0.743,       24,                      48.321,                      9.979,                          0.822
    0.629,         0.095,  0.276,              131.544,                0.743,       48,                      58.893,                     11.283,                          0.495
    0.629,         0.095,  0.276,              131.544,                0.743,       72,                      64.932,                     11.909,                          0.317
    0.629,         0.095,  0.276,              131.544,                0.743,       96,                      68.949,                     12.291,                          0.219
    0.649,         0.092,  0.260,              205.847,                0.071,        0,                       0.000,                      0.000,                          0.000
    0.649,         0.092,  0.260,              205.847,                0.071,        1,                       9.124,                      0.851,                          0.283
    0.649,         0.092,  0.260,              205.847,                0.071,        2,                      12.343,                      1.360,                          0.421
    0.649,         0.092,  0.260,              205.847,                0.071,        4,                      16.397,                      2.124,                          0.615
    0.649,         0.092,  0.260,              205.847,                0.071,        6,                      19.230,                      2.725,                          0.760
    0.649,         0.092,  0.260,              205.847,                0.071,        8,                      21.477,                      3.233,                          0.879
    0.649,         0.092,  0.260,              205.847,                0.071,       12,                      25.019,                      4.073,                          1.072
    0.649,         0.092,  0.260,              205.847,                0.071,       24,                      32.252,                      5.864,                          1.471
    0.649,         0.092,  0.260,              205.847,                0.071,       48,                      41.279,                      8.069,                          1.946
    0.649,         0.092,  0.260,              205.847,                0.071,       72,                      47.543,                      9.495,                          2.241
    0.649,         0.092,  0.260,              205.847,                0.071,       96,                      52.473,                     10.538,                          2.443
    0.646,         0.113,  0.241,              200.525,                0.894,        0,                       0.000,                      0.000,                          0.000
    0.646,         0.113,  0.241,              200.525,                0.894,        1,                      17.656,                      6.752,                          1.149
    0.646,         0.113,  0.241,              200.525,                0.894,        2,                      22.793,                      9.489,                          1.590
    0.646,         0.113,  0.241,              200.525,                0.894,        4,                      29.684,                     12.531,                          2.115
    0.646,         0.113,  0.241,              200.525,                0.894,        6,                      34.826,                     14.314,                          2.434
    0.646,         0.113,  0.241,              200.525,                0.894,        8,                      39.091,                     15.534,                          2.646
    0.646,         0.113,  0.241,              200.525,                0.894,       12,                      46.093,                     17.145,                          2.887
    0.646,         0.113,  0.241,              200.525,                0.894,       24,                      60.965,                     19.520,                          2.974
    0.646,         0.113,  0.241,              200.525,                0.894,       48,                      78.994,                     21.384,                          2.424
    0.646,         0.113,  0.241,              200.525,                0.894,       72,                      90.176,                     22.256,                          1.833
    0.646,         0.113,  0.241,              200.525,                0.894,       96,                      97.927,                     22.788,                          1.376
    0.629,         0.075,  0.296,              216.610,                0.932,        0,                       0.000,                      0.000,                          0.000
    0.629,         0.075,  0.296,              216.610,                0.932,        1,                      31.245,                      2.708,                          0.916
    0.629,         0.075,  0.296,              216.610,                0.932,        2,                      40.319,                      3.947,                          1.197
    0.629,         0.075,  0.296,              216.610,                0.932,        4,                      51.176,                      5.568,                          1.482
    0.629,         0.075,  0.296,              216.610,                0.932,        6,                      58.378,                      6.686,                          1.622
    0.629,         0.075,  0.296,              216.610,                0.932,        8,                      63.861,                      7.542,                          1.696
    0.629,         0.075,  0.296,              216.610,                0.932,       12,                      72.078,                      8.812,                          1.742
    0.629,         0.075,  0.296,              216.610,                0.932,       24,                      87.180,                     11.038,                          1.601
    0.629,         0.075,  0.296,              216.610,                0.932,       48,                     102.785,                     13.129,                          1.154
    0.629,         0.075,  0.296,              216.610,                0.932,       72,                     111.556,                     14.207,                          0.817
    0.629,         0.075,  0.296,              216.610,                0.932,       96,                     117.379,                     14.890,                          0.590
    0.597,         0.135,  0.268,              246.317,                0.709,        0,                       0.000,                      0.000,                          0.000
    0.597,         0.135,  0.268,              246.317,                0.709,        1,                      10.577,                     12.272,                          1.195
    0.597,         0.135,  0.268,              246.317,                0.709,        2,                      13.557,                     16.978,                          1.710
    0.597,         0.135,  0.268,              246.317,                0.709,        4,                      17.833,                     21.769,                          2.415
    0.597,         0.135,  0.268,              246.317,                0.709,        6,                      21.259,                     24.348,                          2.929
    0.597,         0.135,  0.268,              246.317,                0.709,        8,                      24.259,                     26.014,                          3.336
    0.597,         0.135,  0.268,              246.317,                0.709,       12,                      29.503,                     28.093,                          3.956
    0.597,         0.135,  0.268,              246.317,                0.709,       24,                      42.004,                     30.917,                          4.994
    0.597,         0.135,  0.268,              246.317,                0.709,       48,                      59.914,                     32.947,                          5.560
    0.597,         0.135,  0.268,              246.317,                0.709,       72,                      72.844,                     33.852,                          5.394
    0.597,         0.135,  0.268,              246.317,                0.709,       96,                      82.822,                     34.396,                          4.980
    0.616,         0.109,  0.275,              126.311,                1.128,        0,                       0.000,                      0.000,                          0.000
    0.616,         0.109,  0.275,              126.311,                1.128,        1,                      13.740,                      4.535,                          0.632
    0.616,         0.109,  0.275,              126.311,                1.128,        2,                      17.784,                      6.317,                          0.778
    0.616,         0.109,  0.275,              126.311,                1.128,        4,                      23.161,                      8.236,                          0.868
    0.616,         0.109,  0.275,              126.311,                1.128,        6,                      27.102,                      9.331,                          0.865
    0.616,         0.109,  0.275,              126.311,                1.128,        8,                      30.303,                     10.066,                          0.830
    0.616,         0.109,  0.275,              126.311,                1.128,       12,                      35.393,                     11.022,                          0.732
    0.616,         0.109,  0.275,              126.311,                1.128,       24,                      45.413,                     12.402,                          0.479
    0.616,         0.109,  0.275,              126.311,                1.128,       48,                      56.115,                     13.460,                          0.241
    0.616,         0.109,  0.275,              126.311,                1.128,       72,                      62.072,                     13.944,                          0.147
    0.616,         0.109,  0.275,              126.311,                1.128,       96,                      65.961,                     14.235,                          0.100
    0.584,         0.119,  0.297,              101.309,                0.508,        0,                       0.000,                      0.000,                          0.000
    0.584,         0.119,  0.297,              101.309,                0.508,        1,                       7.622,                      3.361,                          0.443
    0.584,         0.119,  0.297,              101.309,                0.508,        2,                       9.795,                      4.901,                          0.610
    0.584,         0.119,  0.297,              101.309,                0.508,        4,                      12.687,                      6.648,                          0.793
    0.584,         0.119,  0.297,              101.309,                0.508,        6,                      14.856,                      7.675,                          0.892
    0.584,         0.119,  0.297,              101.309,                0.508,        8,                      16.669,                      8.373,                          0.948
    0.584,         0.119,  0.297,              101.309,                0.508,       12,                      19.683,                      9.283,                          0.991
    0.584,         0.119,  0.297,              101.309,                0.508,       24,                      26.228,                     10.592,                          0.913
    0.584,         0.119,  0.297,              101.309,                0.508,       48,                      34.355,                     11.579,                          0.631
    0.584,         0.119,  0.297,              101.309,                0.508,       72,                      39.462,                     12.026,                          0.433
    0.584,         0.119,  0.297,              101.309,                0.508,       96,                      43.035,                     12.294,                          0.310
    0.567,         0.140,  0.293,              129.249,                0.905,        0,                       0.000,                      0.000,                          0.000
    0.567,         0.140,  0.293,              129.249,                0.905,        1,                       7.350,                      8.115,                          0.697
    0.567,         0.140,  0.293,              129.249,                0.905,        2,                       9.552,                     10.876,                          0.951
    0.567,         0.140,  0.293,              129.249,                0.905,        4,                      12.801,                     13.452,                          1.228
    0.567,         0.140,  0.293,              129.249,                0.905,        6,                      15.441,                     14.745,                          1.371
    0.567,         0.140,  0.293,              129.249,                0.905,        8,                      17.754,                     15.547,                          1.442
    0.567,         0.140,  0.293,              129.249,                0.905,       12,                      21.751,                     16.514,                          1.472
    0.567,         0.140,  0.293,              129.249,                0.905,       24,                      30.791,                     17.773,                          1.255
    0.567,         0.140,  0.293,              129.249,                0.905,       48,                      42.102,                     18.653,                          0.768
    0.567,         0.140,  0.293,              129.249,                0.905,       72,                      49.052,                     19.041,                          0.490
    0.567,         0.140,  0.293,              129.249,                0.905,       96,                      53.807,                     19.273,                          0.336
    0.617,         0.087,  0.297,              177.650,                0.832,        0,                       0.000,                      0.000,                          0.000
    0.617,         0.087,  0.297,              177.650,                0.832,        1,                      21.492,                      3.201,                          0.804
    0.617,         0.087,  0.297,              177.650,                0.832,        2,                      27.724,                      4.642,                          1.065
    0.617,         0.087,  0.297,              177.650,                0.832,        4,                      35.462,                      6.434,                          1.333
    0.617,         0.087,  0.297,              177.650,                0.832,        6,                      40.808,                      7.602,                          1.466
    0.617,         0.087,  0.297,              177.650,                0.832,        8,                      45.004,                      8.460,                          1.534
    0.617,         0.087,  0.297,              177.650,                0.832,       12,                      51.503,                      9.676,                          1.574
    0.617,         0.087,  0.297,              177.650,                0.832,       24,                      64.075,                     11.662,                          1.422
    0.617,         0.087,  0.297,              177.650,                0.832,       48,                      77.759,                     13.385,                          0.984
    0.617,         0.087,  0.297,              177.650,                0.832,       72,                      85.656,                     14.232,                          0.674
    0.617,         0.087,  0.297,              177.650,                0.832,       96,                      90.943,                     14.757,                          0.478
    0.639,         0.083,  0.278,              103.479,                0.345,        0,                       0.000,                      0.000,                          0.000
    0.639,         0.083,  0.278,              103.479,                0.345,        1,                      12.731,                      1.098,                          0.348
    0.639,         0.083,  0.278,              103.479,                0.345,        2,                      16.666,                      1.670,                          0.462
    0.639,         0.083,  0.278,              103.479,                0.345,        4,                      21.392,                      2.453,                          0.579
    0.639,         0.083,  0.278,              103.479,                0.345,        6,                      24.553,                      3.013,                          0.637
    0.639,         0.083,  0.278,              103.479,                0.345,        8,                      26.982,                      3.451,                          0.668
    0.639,         0.083,  0.278,              103.479,                0.345,       12,                      30.669,                      4.115,                          0.688
    0.639,         0.083,  0.278,              103.479,                0.345,       24,                      37.636,                      5.317,                          0.637
    0.639,         0.083,  0.278,              103.479,                0.345,       48,                      45.185,                      6.488,                          0.469
    0.639,         0.083,  0.278,              103.479,                0.345,       72,                      49.637,                      7.108,                          0.343
    0.639,         0.083,  0.278,              103.479,                0.345,       96,                      52.699,                      7.507,                          0.257
    0.606,         0.122,  0.272,              243.837,                0.792,        0,                       0.000,                      0.000,                          0.000
    0.606,         0.122,  0.272,              243.837,                0.792,        1,                      13.719,                      9.884,                          1.258
    0.606,         0.122,  0.272,              243.837,                0.792,        2,                      17.649,                     13.800,                          1.789
    0.606,         0.122,  0.272,              243.837,                0.792,        4,                      23.137,                     17.965,                          2.490
    0.606,         0.122,  0.272,              243.837,                0.792,        6,                      27.413,                     20.302,                          2.978
    0.606,         0.122,  0.272,              243.837,                0.792,        8,                      31.080,                     21.852,                          3.350
    0.606,         0.122,  0.272,              243.837,                0.792,       12,                      37.339,                     23.839,                          3.885
    0.606,         0.122,  0.272,              243.837,                0.792,       24,                      51.632,                     26.643,                          4.652
    0.606,         0.122,  0.272,              243.837,                0.792,       48,                      70.923,                     28.744,                          4.787
    0.606,         0.122,  0.272,              243.837,                0.792,       72,                      84.140,                     29.704,                          4.361
    0.606,         0.122,  0.272,              243.837,                0.792,       96,                      93.976,                     30.286,                          3.813
    0.636,         0.145,  0.219,              207.992,                1.123,        0,                       0.000,                      0.000,                          0.000
    0.636,         0.145,  0.219,              207.992,                1.123,        1,                      11.843,                     14.263,                          1.382
    0.636,         0.145,  0.219,              207.992,                1.123,        2,                      15.474,                     18.680,                          1.935
    0.636,         0.145,  0.219,              207.992,                1.123,        4,                      20.890,                     22.729,                          2.634
    0.636,         0.145,  0.219,              207.992,                1.123,        6,                      25.314,                     24.753,                          3.085
    0.636,         0.145,  0.219,              207.992,                1.123,        8,                      29.201,                     26.010,                          3.395
    0.636,         0.145,  0.219,              207.992,                1.123,       12,                      35.956,                     27.534,                          3.766
    0.636,         0.145,  0.219,              207.992,                1.123,       24,                      51.506,                     29.545,                          3.952
    0.636,         0.145,  0.219,              207.992,                1.123,       48,                      71.828,                     30.976,                          3.197
    0.636,         0.145,  0.219,              207.992,                1.123,       72,                      84.878,                     31.620,                          2.370
    0.636,         0.145,  0.219,              207.992,                1.123,       96,                      94.006,                     32.009,                          1.742
    0.635,         0.069,  0.296,               67.523,                0.717,        0,                       0.000,                      0.000,                          0.000
    0.635,         0.069,  0.296,               67.523,                0.717,        1,                      13.120,                      0.677,                          0.173
    0.635,         0.069,  0.296,               67.523,                0.717,        2,                      16.928,                      1.021,                          0.166
    0.635,         0.069,  0.296,               67.523,                0.717,        4,                      21.165,                      1.489,                          0.135
    0.635,         0.069,  0.296,               67.523,                0.717,        6,                      23.776,                      1.821,                          0.112
    0.635,         0.069,  0.296,               67.523,                0.717,        8,                      25.661,                      2.081,                          0.095
    0.635,         0.069,  0.296,               67.523,                0.717,       12,                      28.327,                      2.471,                          0.072
    0.635,         0.069,  0.296,               67.523,                0.717,       24,                      32.782,                      3.164,                          0.042
    0.635,         0.069,  0.296,               67.523,                0.717,       48,                      36.878,                      3.812,                          0.022
    0.635,         0.069,  0.296,               67.523,                0.717,       72,                      39.003,                      4.139,                          0.014
    0.635,         0.069,  0.296,               67.523,                0.717,       96,                      40.359,                      4.341,                          0.010
    0.618,         0.145,  0.238,              117.169,                0.534,        0,                       0.000,                      0.000,                          0.000
    0.618,         0.145,  0.238,              117.169,                0.534,        1,                       6.946,                      5.939,                          0.595
    0.618,         0.145,  0.238,              117.169,                0.534,        2,                       8.900,                      8.392,                          0.839
    0.618,         0.145,  0.238,              117.169,                0.534,        4,                      11.642,                     10.941,                          1.142
    0.618,         0.145,  0.238,              117.169,                0.534,        6,                      13.803,                     12.328,                          1.333
    0.618,         0.145,  0.238,              117.169,                0.534,        8,                      15.673,                     13.226,                          1.464
    0.618,         0.145,  0.238,              117.169,                0.534,       12,                      18.901,                     14.347,                          1.620
    0.618,         0.145,  0.238,              117.169,                0.534,       24,                      26.371,                     15.863,                          1.698
    0.618,         0.145,  0.238,              117.169,                0.534,       48,                      36.441,                     16.942,                          1.382
    0.618,         0.145,  0.238,              117.169,                0.534,       72,                      43.171,                     17.417,                          1.038
    0.618,         0.145,  0.238,              117.169,                0.534,       96,                      48.032,                     17.700,                          0.778
    0.579,         0.147,  0.274,               82.925,                0.345,        0,                       0.000,                      0.000,                          0.000
    0.579,         0.147,  0.274,               82.925,                0.345,        1,                       4.420,                      3.555,                          0.327
    0.579,         0.147,  0.274,               82.925,                0.345,        2,                       5.640,                      5.259,                          0.468
    0.579,         0.147,  0.274,               82.925,                0.345,        4,                       7.297,                      7.158,                          0.640
    0.579,         0.147,  0.274,               82.925,                0.345,        6,                       8.580,                      8.241,                          0.749
    0.579,         0.147,  0.274,               82.925,                0.345,        8,                       9.684,                      8.959,                          0.824
    0.579,         0.147,  0.274,               82.925,                0.345,       12,                      11.586,                      9.870,                          0.915
    0.579,         0.147,  0.274,               82.925,                0.345,       24,                      16.031,                     11.118,                          0.965
    0.579,         0.147,  0.274,               82.925,                0.345,       48,                      22.203,                     12.002,                          0.797
    0.579,         0.147,  0.274,               82.925,                0.345,       72,                      26.476,                     12.385,                          0.610
    0.579,         0.147,  0.274,               82.925,                0.345,       96,                      29.648,                     12.610,                          0.466
    0.615,         0.111,  0.274,               58.942,                0.846,        0,                       0.000,                      0.000,                          0.000
    0.615,         0.111,  0.274,               58.942,                0.846,        1,                       7.342,                      1.752,                          0.174
    0.615,         0.111,  0.274,               58.942,                0.846,        2,                       9.499,                      2.563,                          0.183
    0.615,         0.111,  0.274,               58.942,                0.846,        4,                      12.202,                      3.502,                          0.170
    0.615,         0.111,  0.274,               58.942,                0.846,        6,                      14.086,                      4.066,                          0.152
    0.615,         0.111,  0.274,               58.942,                0.846,        8,                      15.571,                      4.455,                          0.136
    0.615,         0.111,  0.274,               58.942,                0.846,       12,                      17.869,                      4.972,                          0.111
    0.615,         0.111,  0.274,               58.942,                0.846,       24,                      22.260,                      5.732,                          0.069
    0.615,         0.111,  0.274,               58.942,                0.846,       48,                      26.889,                      6.314,                          0.036
    0.615,         0.111,  0.274,               58.942,                0.846,       72,                      29.472,                      6.575,                          0.022
    0.615,         0.111,  0.274,               58.942,                0.846,       96,                      31.166,                      6.730,                          0.016
    0.604,         0.117,  0.279,              175.006,                0.716,        0,                       0.000,                      0.000,                          0.000
    0.604,         0.117,  0.279,              175.006,                0.716,        1,                      12.237,                      6.360,                          0.898
    0.604,         0.117,  0.279,              175.006,                0.716,        2,                      15.740,                      8.998,                          1.260
    0.604,         0.117,  0.279,              175.006,                0.716,        4,                      20.516,                     11.882,                          1.705
    0.604,         0.117,  0.279,              175.006,                0.716,        6,                      24.156,                     13.538,                          1.988
    0.604,         0.117,  0.279,              175.006,                0.716,        8,                      27.230,                     14.650,                          2.184
    0.604,         0.117,  0.279,              175.006,                0.716,       12,                      32.384,                     16.094,                          2.425
    0.604,         0.117,  0.279,              175.006,                0.716,       24,                      43.775,                     18.161,                          2.593
    0.604,         0.117,  0.279,              175.006,                0.716,       48,                      58.363,                     19.730,                          2.219
    0.604,         0.117,  0.279,              175.006,                0.716,       72,                      67.820,                     20.449,                          1.737
    0.604,         0.117,  0.279,              175.006,                0.716,       96,                      74.557,                     20.884,                          1.339
    0.641,         0.076,  0.283,               60.241,                1.004,        0,                       0.000,                      0.000,                          0.000
    0.641,         0.076,  0.283,               60.241,                1.004,        1,                      11.885,                      0.773,                          0.112
    0.641,         0.076,  0.283,               60.241,                1.004,        2,                      15.271,                      1.159,                          0.094
    0.641,         0.076,  0.283,               60.241,                1.004,        4,                      19.040,                      1.671,                          0.070
    0.641,         0.076,  0.283,               60.241,                1.004,        6,                      21.375,                      2.023,                          0.057
    0.641,         0.076,  0.283,               60.241,                1.004,        8,                      23.070,                      2.291,                          0.048
    0.641,         0.076,  0.283,               60.241,                1.004,       12,                      25.484,                      2.683,                          0.037
    0.641,         0.076,  0.283,               60.241,                1.004,       24,                      29.556,                      3.348,                          0.022
    0.641,         0.076,  0.283,               60.241,                1.004,       48,                      33.326,                      3.937,                          0.011
    0.641,         0.076,  0.283,               60.241,                1.004,       72,                      35.278,                      4.222,                          0.007
    0.641,         0.076,  0.283,               60.241,                1.004,       96,                      36.516,                      4.394,                          0.005
    0.625,         0.128,  0.247,              187.934,                1.176,        0,                       0.000,                      0.000,                          0.000
    0.625,         0.128,  0.247,              187.934,                1.176,        1,                      13.838,                     10.026,                          1.215
    0.625,         0.128,  0.247,              187.934,                1.176,        2,                      18.020,                     13.421,                          1.660
    0.625,         0.128,  0.247,              187.934,                1.176,        4,                      24.018,                     16.727,                          2.163
    0.625,         0.128,  0.247,              187.934,                1.176,        6,                      28.744,                     18.463,                          2.438
    0.625,         0.128,  0.247,              187.934,                1.176,        8,                      32.793,                     19.573,                          2.594
    0.625,         0.128,  0.247,              187.934,                1.176,       12,                      39.628,                     20.954,                          2.709
    0.625,         0.128,  0.247,              187.934,                1.176,       24,                      54.547,                     22.839,                          2.461
    0.625,         0.128,  0.247,              187.934,                1.176,       48,                      72.570,                     24.223,                          1.628
    0.625,         0.128,  0.247,              187.934,                1.176,       72,                      83.377,                     24.852,                          1.061
    0.625,         0.128,  0.247,              187.934,                1.176,       96,                      90.641,                     25.233,                          0.722
    0.590,         0.114,  0.295,              150.559,                0.508,        0,                       0.000,                      0.000,                          0.000
    0.590,         0.114,  0.295,              150.559,                0.508,        1,                      10.048,                      4.468,                          0.656
    0.590,         0.114,  0.295,              150.559,                0.508,        2,                      12.885,                      6.523,                          0.929
    0.590,         0.114,  0.295,              150.559,                0.508,        4,                      16.658,                      8.906,                          1.271
    0.590,         0.114,  0.295,              150.559,                0.508,        6,                      19.484,                     10.340,                          1.493
    0.590,         0.114,  0.295,              150.559,                0.508,        8,                      21.850,                     11.331,                          1.653
    0.590,         0.114,  0.295,              150.559,                0.508,       12,                      25.800,                     12.648,                          1.860
