Temperature [°C], Cellulose Fraction, Hemicellulose Fraction, Lignin Fraction, Solids Loading [g/L], Time [min], Cellulose Remaining [g/L], Hemicellulose Remaining [g/L], Cellulose Degraded [%], Hemicellulose Degraded [%]
        204.2076,             0.4465,                 0.2281,          0.3254,              65.5859,         40,                    9.3579,                        0.0122,                68.0415,                    99.9182
        187.0068,             0.4416,                 0.2271,          0.3313,             128.6010,          0,                   56.7868,                       29.2090,                 0.0000,                     0.0000
        187.0068,             0.4416,                 0.2271,          0.3313,             128.6010,          5,                   54.1387,                       20.7022,                 4.6632,                    29.1238
        187.0068,             0.4416,                 0.2271,          0.3313,             128.6010,         10,                   51.6141,                       14.6729,                 9.1089,                    49.7657
        187.0068,             0.4416,                 0.2271,          0.3313,             128.6010,         15,                   49.2073,                       10.3995,                13.3473,                    64.3961
        187.0068,             0.4416,                 0.2271,          0.3313,             128.6010,         20,                   46.9127,                        7.3707,                17.3880,                    74.7655
        187.0068,             0.4416,                 0.2271,          0.3313,             128.6010,         30,                   42.6394,                        3.7025,                24.9131,                    87.3239
        187.0068,             0.4416,                 0.2271,          0.3313,             128.6010,         40,                   38.7554,                        1.8599,                31.7527,                    93.6325
        186.0124,             0.3420,                 0.2745,          0.3836,              67.4647,          0,                   23.0718,                       18.5166,                 0.0000,                     0.0000
        186.0124,             0.3420,                 0.2745,          0.3836,              67.4647,          5,                   22.0624,                       13.4048,                 4.3751,                    27.6066
        186.0124,             0.3420,                 0.2745,          0.3836,              67.4647,         10,                   21.0971,                        9.7042,                 8.5589,                    47.5921
        186.0124,             0.3420,                 0.2745,          0.3836,              67.4647,         15,                   20.1741,                        7.0251,                12.5596,                    62.0603
        186.0124,             0.3420,                 0.2745,          0.3836,              67.4647,         20,                   19.2914,                        5.0857,                16.3852,                    72.5344
        186.0124,             0.3420,                 0.2745,          0.3836,              67.4647,         30,                   17.6403,                        2.6653,                23.5418,                    85.6062
        186.0124,             0.3420,                 0.2745,          0.3836,              67.4647,         40,                   16.1305,                        1.3968,                30.0858,                    92.4567
        206.4058,             0.4744,                 0.1695,          0.3561,             139.8792,          0,                   66.3617,                       23.7082,                 0.0000,                     0.0000
        206.4058,             0.4744,                 0.1695,          0.3561,             139.8792,          5,                   56.5812,                        8.9169,                14.7381,                    62.3888
        206.4058,             0.4744,                 0.1695,          0.3561,             139.8792,         10,                   48.2422,                        3.3537,                27.3041,                    85.8544
        206.4058,             0.4744,                 0.1695,          0.3561,             139.8792,         15,                   41.1322,                        1.2613,                38.0181,                    94.6799
        206.4058,             0.4744,                 0.1695,          0.3561,             139.8792,         20,                   35.0701,                        0.4744,                47.1531,                    97.9992
        206.4058,             0.4744,                 0.1695,          0.3561,             139.8792,         30,                   25.4944,                        0.0671,                61.5827,                    99.7170
        206.4058,             0.4744,                 0.1695,          0.3561,             139.8792,         40,                   18.5332,                        0.0095,                72.0724,                    99.9600
        199.2635,             0.3203,                 0.2860,          0.3937,             117.1477,          0,                   37.5269,                       33.5023,                 0.0000,                     0.0000
        199.2635,             0.3203,                 0.2860,          0.3937,             117.1477,          5,                   33.7970,                       16.8427,                 9.9393,                    49.7268
        199.2635,             0.3203,                 0.2860,          0.3937,             117.1477,         10,                   30.4378,                        8.4672,                18.8907,                    74.7264
        199.2635,             0.3203,                 0.2860,          0.3937,             117.1477,         15,                   27.4125,                        4.2566,                26.9524,                    87.2945
        199.2635,             0.3203,                 0.2860,          0.3937,             117.1477,         20,                   24.6879,                        2.1399,                34.2128,                    93.6127
        199.2635,             0.3203,                 0.2860,          0.3937,             117.1477,         30,                   20.0241,                        0.5408,                46.6406,                    98.3859
        199.2635,             0.3203,                 0.2860,          0.3937,             117.1477,         40,                   16.2414,                        0.1367,                56.7207,                    99.5921
        199.7670,             0.4451,                 0.2383,          0.3166,              72.1905,          0,                   32.1313,                       17.2023,                 0.0000,                     0.0000
        199.7670,             0.4451,                 0.2383,          0.3166,              72.1905,          5,                   28.8262,                        8.4730,                10.2862,                    50.7448
        199.7670,             0.4451,                 0.2383,          0.3166,              72.1905,         10,                   25.8611,                        4.1734,                19.5144,                    75.7395
        199.7670,             0.4451,                 0.2383,          0.3166,              72.1905,         15,                   23.2010,                        2.0555,                27.7934,                    88.0507
        199.7670,             0.4451,                 0.2383,          0.3166,              72.1905,         20,                   20.8144,                        1.0124,                35.2208,                    94.1146
        199.7670,             0.4451,                 0.2383,          0.3166,              72.1905,         30,                   16.7526,                        0.2456,                47.8622,                    98.5723
        199.7670,             0.4451,                 0.2383,          0.3166,              72.1905,         40,                   13.4834,                        0.0596,                58.0367,                    99.6537
        196.8255,             0.4993,                 0.2066,          0.2942,             143.2010,          0,                   71.4977,                       29.5800,                 0.0000,                     0.0000
        196.8255,             0.4993,                 0.2066,          0.2942,             143.2010,          5,                   65.6062,                       16.4192,                 8.2401,                    44.4922
        196.8255,             0.4993,                 0.2066,          0.2942,             143.2010,         10,                   60.2002,                        9.1139,                15.8013,                    69.1891
        196.8255,             0.4993,                 0.2066,          0.2942,             143.2010,         15,                   55.2396,                        5.0588,                22.7394,                    82.8979
        196.8255,             0.4993,                 0.2066,          0.2942,             143.2010,         20,                   50.6878,                        2.8080,                29.1058,                    90.5072
        196.8255,             0.4993,                 0.2066,          0.2942,             143.2010,         30,                   42.6784,                        0.8651,                40.3081,                    97.0754
        196.8255,             0.4993,                 0.2066,          0.2942,             143.2010,         40,                   35.9346,                        0.2665,                49.7403,                    99.0990
        201.1263,             0.3250,                 0.2984,          0.3766,              61.9846,          0,                   20.1445,                       18.4945,                 0.0000,                     0.0000
        201.1263,             0.3250,                 0.2984,          0.3766,              61.9846,          5,                   17.8850,                        8.6201,                11.2163,                    53.3912
        201.1263,             0.3250,                 0.2984,          0.3766,              61.9846,         10,                   15.8790,                        4.0177,                21.1746,                    78.2765
        201.1263,             0.3250,                 0.2984,          0.3766,              61.9846,         15,                   14.0979,                        1.8725,                30.0159,                    89.8752
        201.1263,             0.3250,                 0.2984,          0.3766,              61.9846,         20,                   12.5166,                        0.8727,                37.8656,                    95.2812
        201.1263,             0.3250,                 0.2984,          0.3766,              61.9846,         30,                    9.8663,                        0.1896,                51.0225,                    98.9750
        201.1263,             0.3250,                 0.2984,          0.3766,              61.9846,         40,                    7.7771,                        0.0412,                61.3934,                    99.7774
        185.0499,             0.3324,                 0.2789,          0.3886,             126.3532,          0,                   42.0021,                       35.2452,                 0.0000,                     0.0000
        185.0499,             0.3324,                 0.2789,          0.3886,             126.3532,          5,                   40.2819,                       26.0437,                 4.0956,                    26.1072
        185.0499,             0.3324,                 0.2789,          0.3886,             126.3532,         10,                   38.6322,                       19.2444,                 8.0234,                    45.3986
        185.0499,             0.3324,                 0.2789,          0.3886,             126.3532,         15,                   37.0500,                       14.2201,                11.7903,                    59.6537
        185.0499,             0.3324,                 0.2789,          0.3886,             126.3532,         20,                   35.5326,                       10.5076,                15.4030,                    70.1872
        185.0499,             0.3324,                 0.2789,          0.3886,             126.3532,         30,                   32.6816,                        5.7372,                22.1906,                    83.7221
        185.0499,             0.3324,                 0.2789,          0.3886,             126.3532,         40,                   30.0594,                        3.1325,                28.4335,                    91.1123
        190.0952,             0.4669,                 0.1765,          0.3566,             124.8114,          0,                   58.2733,                       22.0353,                 0.0000,                     0.0000
        190.0952,             0.4669,                 0.1765,          0.3566,             124.8114,          5,                   55.0379,                       14.6236,                 5.5521,                    33.6358
        190.0952,             0.4669,                 0.1765,          0.3566,             124.8114,         10,                   51.9821,                        9.7048,                10.7959,                    55.9581
        190.0952,             0.4669,                 0.1765,          0.3566,             124.8114,         15,                   49.0960,                        6.4404,                15.7486,                    70.7722
        190.0952,             0.4669,                 0.1765,          0.3566,             124.8114,         20,                   46.3702,                        4.2741,                20.4264,                    80.6035
        190.0952,             0.4669,                 0.1765,          0.3566,             124.8114,         30,                   41.3640,                        1.8823,                29.0171,                    91.4577
        190.0952,             0.4669,                 0.1765,          0.3566,             124.8114,         40,                   36.8984,                        0.8290,                36.6805,                    96.2380
        183.8225,             0.4314,                 0.1939,          0.3747,             134.1617,          0,                   57.8777,                       26.0101,                 0.0000,                     0.0000
        183.8225,             0.4314,                 0.1939,          0.3747,             134.1617,          5,                   55.7143,                       19.7286,                 3.7378,                    24.1501
        183.8225,             0.4314,                 0.1939,          0.3747,             134.1617,         10,                   53.6318,                       14.9641,                 7.3360,                    42.4680
        183.8225,             0.4314,                 0.1939,          0.3747,             134.1617,         15,                   51.6271,                       11.3502,                10.7996,                    56.3621
        183.8225,             0.4314,                 0.1939,          0.3747,             134.1617,         20,                   49.6974,                        8.6091,                14.1338,                    66.9009
        183.8225,             0.4314,                 0.1939,          0.3747,             134.1617,         30,                   46.0516,                        4.9529,                20.4329,                    80.9577
        183.8225,             0.4314,                 0.1939,          0.3747,             134.1617,         40,                   42.6732,                        2.8494,                26.2700,                    89.0448
        182.0019,             0.4930,                 0.2513,          0.2557,             127.0880,          0,                   62.6559,                       31.9413,                 0.0000,                     0.0000
        182.0019,             0.4930,                 0.2513,          0.2557,             127.0880,          5,                   60.6479,                       25.1854,                 3.2048,                    21.1510
        182.0019,             0.4930,                 0.2513,          0.2557,             127.0880,         10,                   58.7043,                       19.8584,                 6.3068,                    37.8284
        182.0019,             0.4930,                 0.2513,          0.2557,             127.0880,         15,                   56.8230,                       15.6581,                 9.3094,                    50.9784
        182.0019,             0.4930,                 0.2513,          0.2557,             127.0880,         20,                   55.0019,                       12.3462,                12.2159,                    61.3471
        182.0019,             0.4930,                 0.2513,          0.2557,             127.0880,         30,                   51.5331,                        7.6757,                17.7523,                    75.9692
        182.0019,             0.4930,                 0.2513,          0.2557,             127.0880,         40,                   48.2830,                        4.7721,                22.9395,                    85.0599
        201.9234,             0.4920,                 0.1919,          0.3161,             115.2538,          0,                   56.6995,                       22.1224,                 0.0000,                     0.0000
        201.9234,             0.4920,                 0.1919,          0.3161,             115.2538,          5,                   50.0333,                        9.9824,                11.7572,                    54.8765
        201.9234,             0.4920,                 0.1919,          0.3161,             115.2538,         10,                   44.1507,                        4.5043,                22.1322,                    79.6390
        201.9234,             0.4920,                 0.1919,          0.3161,             115.2538,         15,                   38.9598,                        2.0325,                31.2873,                    90.8127
        201.9234,             0.4920,                 0.1919,          0.3161,             115.2538,         20,                   34.3791,                        0.9171,                39.3661,                    95.8546
        201.9234,             0.4920,                 0.1919,          0.3161,             115.2538,         30,                   26.7702,                        0.1867,                52.7858,                    99.1561
        201.9234,             0.4920,                 0.1919,          0.3161,             115.2538,         40,                   20.8453,                        0.0380,                63.2355,                    99.8282
        188.1037,             0.4858,                 0.1787,          0.3355,             114.6943,          0,                   55.7194,                       20.4909,                 0.0000,                     0.0000
        188.1037,             0.4858,                 0.1787,          0.3355,             114.6943,          5,                   52.9447,                       14.1879,                 4.9798,                    30.7603
        188.1037,             0.4858,                 0.1787,          0.3355,             114.6943,         10,                   50.3082,                        9.8236,                 9.7117,                    52.0589
        188.1037,             0.4858,                 0.1787,          0.3355,             114.6943,         15,                   47.8029,                        6.8018,                14.2079,                    66.8059
        188.1037,             0.4858,                 0.1787,          0.3355,             114.6943,         20,                   45.4224,                        4.7095,                18.4802,                    77.0168
        188.1037,             0.4858,                 0.1787,          0.3355,             114.6943,         30,                   41.0111,                        2.2577,                26.3972,                    88.9819
        188.1037,             0.4858,                 0.1787,          0.3355,             114.6943,         40,                   37.0282,                        1.0823,                33.5453,                    94.7180
        189.4301,             0.4382,                 0.2956,          0.2662,             122.8473,          0,                   53.8286,                       36.3119,                 0.0000,                     0.0000
        189.4301,             0.4382,                 0.2956,          0.2662,             122.8473,          5,                   50.9426,                       24.4419,                 5.3614,                    32.6891
        189.4301,             0.4382,                 0.2956,          0.2662,             122.8473,         10,                   48.2114,                       16.4520,                10.4353,                    54.6926
        189.4301,             0.4382,                 0.2956,          0.2662,             122.8473,         15,                   45.6266,                       11.0739,                15.2372,                    69.5034
        189.4301,             0.4382,                 0.2956,          0.2662,             122.8473,         20,                   43.1804,                        7.4539,                19.7817,                    79.4727
        189.4301,             0.4382,                 0.2956,          0.2662,             122.8473,         30,                   38.6744,                        3.3770,                28.1527,                    90.6999
        189.4301,             0.4382,                 0.2956,          0.2662,             122.8473,         40,                   34.6385,                        1.5300,                35.6503,                    95.7866
        202.2116,             0.4961,                 0.2434,          0.2605,             116.7112,          0,                   57.8994,                       28.4104,                 0.0000,                     0.0000
        202.2116,             0.4961,                 0.2434,          0.2605,             116.7112,          5,                   50.9793,                       12.6705,                11.9520,                    55.4017
        202.2116,             0.4961,                 0.2434,          0.2605,             116.7112,         10,                   44.8862,                        5.6507,                22.4755,                    80.1103
        202.2116,             0.4961,                 0.2434,          0.2605,             116.7112,         15,                   39.5214,                        2.5200,                31.7413,                    91.1298
        202.2116,             0.4961,                 0.2434,          0.2605,             116.7112,         20,                   34.7978,                        1.1238,                39.8996,                    96.0443
        202.2116,             0.4961,                 0.2434,          0.2605,             116.7112,         30,                   26.9767,                        0.2235,                53.4076,                    99.2133
        202.2116,             0.4961,                 0.2434,          0.2605,             116.7112,         40,                   20.9134,                        0.0444,                63.8797,                    99.8436
        188.0298,             0.4257,                 0.2049,          0.3694,             122.7262,          0,                   52.2390,                       25.1485,                 0.0000,                     0.0000
        188.0298,             0.4257,                 0.2049,          0.3694,             122.7262,          5,                   49.6487,                       17.4401,                 4.9585,                    30.6513
        188.0298,             0.4257,                 0.2049,          0.3694,             122.7262,         10,                   47.1869,                       12.0944,                 9.6712,                    51.9078
        188.0298,             0.4257,                 0.2049,          0.3694,             122.7262,         15,                   44.8471,                        8.3873,                14.1502,                    66.6489
        188.0298,             0.4257,                 0.2049,          0.3694,             122.7262,         20,                   42.6233,                        5.8164,                18.4071,                    76.8717
        188.0298,             0.4257,                 0.2049,          0.3694,             122.7262,         30,                   38.5011,                        2.7972,                26.2982,                    88.8774
        188.0298,             0.4257,                 0.2049,          0.3694,             122.7262,         40,                   34.7776,                        1.3452,                33.4261,                    94.6511
        206.4283,             0.4777,                 0.2776,          0.2448,             102.3904,          0,                   48.9081,                       28.4195,                 0.0000,                     0.0000
        206.4283,             0.4777,                 0.2776,          0.2448,             102.3904,          5,                   41.6928,                       10.6791,                14.7528,                    62.4233
        206.4283,             0.4777,                 0.2776,          0.2448,             102.3904,         10,                   35.5419,                        4.0128,                27.3292,                    85.8803
        206.4283,             0.4777,                 0.2776,          0.2448,             102.3904,         15,                   30.2984,                        1.5078,                38.0503,                    94.6945
        206.4283,             0.4777,                 0.2776,          0.2448,             102.3904,         20,                   25.8285,                        0.5665,                47.1897,                    98.0065
        206.4283,             0.4777,                 0.2776,          0.2448,             102.3904,         30,                   18.7697,                        0.0800,                61.6225,                    99.7186
        206.4283,             0.4777,                 0.2776,          0.2448,             102.3904,         40,                   13.6400,                        0.0113,                72.1110,                    99.9603
        199.4459,             0.3769,                 0.2799,          0.3432,              59.1204,          0,                   22.2851,                       16.5455,                 0.0000,                     0.0000
        199.4459,             0.3769,                 0.2799,          0.3432,              59.1204,          5,                   20.0421,                        8.2565,                10.0651,                    50.0979
        199.4459,             0.3769,                 0.2799,          0.3432,              59.1204,         10,                   18.0248,                        4.1201,                19.1171,                    75.0981
        199.4459,             0.3769,                 0.2799,          0.3432,              59.1204,         15,                   16.2106,                        2.0560,                27.2581,                    87.5738
        199.4459,             0.3769,                 0.2799,          0.3432,              59.1204,         20,                   14.5790,                        1.0259,                34.5797,                    93.7993
        199.4459,             0.3769,                 0.2799,          0.3432,              59.1204,         30,                   11.7919,                        0.2555,                47.0863,                    98.4561
        199.4459,             0.3769,                 0.2799,          0.3432,              59.1204,         40,                    9.5376,                        0.0636,                57.2021,                    99.6156
        192.2636,             0.4906,                 0.2616,          0.2479,             132.0673,          0,                   64.7919,                       34.5424,                 0.0000,                     0.0000
        192.2636,             0.4906,                 0.2616,          0.2479,             132.0673,          5,                   60.7934,                       21.8892,                 6.1713,                    36.6310
        192.2636,             0.4906,                 0.2616,          0.2479,             132.0673,         10,                   57.0417,                       13.8709,                11.9617,                    59.8440
        192.2636,             0.4906,                 0.2616,          0.2479,             132.0673,         15,                   53.5214,                        8.7897,                17.3948,                    74.5538
        192.2636,             0.4906,                 0.2616,          0.2479,             132.0673,         20,                   50.2185,                        5.5699,                22.4927,                    83.8753
        192.2636,             0.4906,                 0.2616,          0.2479,             132.0673,         30,                   44.2114,                        2.2365,                31.7639,                    93.5252
        192.2636,             0.4906,                 0.2616,          0.2479,             132.0673,         40,                   38.9229,                        0.8981,                39.9262,                    97.4001
        198.6624,             0.4439,                 0.2027,          0.3533,              53.4938,          0,                   23.7479,                       10.8453,                 0.0000,                     0.0000
        198.6624,             0.4439,                 0.2027,          0.3533,              53.4938,          5,                   21.4863,                        5.5871,                 9.5233,                    48.4840
        198.6624,             0.4439,                 0.2027,          0.3533,              53.4938,         10,                   19.4401,                        2.8782,                18.1397,                    73.4613
        198.6624,             0.4439,                 0.2027,          0.3533,              53.4938,         15,                   17.5888,                        1.4827,                25.9355,                    86.3286
        198.6624,             0.4439,                 0.2027,          0.3533,              53.4938,         20,                   15.9137,                        0.7638,                32.9889,                    92.9573
        198.6624,             0.4439,                 0.2027,          0.3533,              53.4938,         30,                   13.0270,                        0.2027,                45.1447,                    98.1311
        198.6624,             0.4439,                 0.2027,          0.3533,              53.4938,         40,                   10.6639,                        0.0538,                55.0954,                    99.5041
        206.9971,             0.4213,                 0.1919,          0.3867,              96.8105,          0,                   40.7911,                       18.5780,                 0.0000,                     0.0000
        206.9971,             0.4213,                 0.1919,          0.3867,              96.8105,          5,                   34.6220,                        6.8215,                15.1237,                    63.2815
        206.9971,             0.4213,                 0.1919,          0.3867,              96.8105,         10,                   29.3859,                        2.5047,                27.9601,                    86.5179
        206.9971,             0.4213,                 0.1919,          0.3867,              96.8105,         15,                   24.9416,                        0.9196,                38.8553,                    95.0498
        206.9971,             0.4213,                 0.1919,          0.3867,              96.8105,         20,                   21.1695,                        0.3377,                48.1027,                    98.1825
        206.9971,             0.4213,                 0.1919,          0.3867,              96.8105,         30,                   15.2504,                        0.0455,                62.6135,                    99.7550
        206.9971,             0.4213,                 0.1919,          0.3867,              96.8105,         40,                   10.9863,                        0.0061,                73.0670,                    99.9670
        194.2929,             0.4671,                 0.1770,          0.3558,             140.2685,          0,                   65.5260,                       24.8327,                 0.0000,                     0.0000
        194.2929,             0.4671,                 0.1770,          0.3558,             140.2685,          5,                   61.1049,                       15.0706,                 6.7471,                    39.3115
        194.2929,             0.4671,                 0.1770,          0.3558,             140.2685,         10,                   56.9821,                        9.1460,                13.0389,                    63.1693
        194.2929,             0.4671,                 0.1770,          0.3558,             140.2685,         15,                   53.1375,                        5.5505,                18.9062,                    77.6483
        194.2929,             0.4671,                 0.1770,          0.3558,             140.2685,         20,                   49.5523,                        3.3685,                24.3777,                    86.4353
        194.2929,             0.4671,                 0.1770,          0.3558,             140.2685,         30,                   43.0911,                        1.2406,                34.2381,                    95.0043
        194.2929,             0.4671,                 0.1770,          0.3558,             140.2685,         40,                   37.4725,                        0.4569,                42.8128,                    98.1602
        186.1881,             0.4618,                 0.1569,          0.3813,             114.1216,          0,                   52.6979,                       17.9060,                 0.0000,                     0.0000
        186.1881,             0.4618,                 0.1569,          0.3813,             114.1216,          5,                   50.3654,                       12.9144,                 4.4261,                    27.8770
        186.1881,             0.4618,                 0.1569,          0.3813,             114.1216,         10,                   48.1362,                        9.3142,                 8.6563,                    47.9829
        186.1881,             0.4618,                 0.1569,          0.3813,             114.1216,         15,                   46.0056,                        6.7176,                12.6993,                    62.4839
        186.1881,             0.4618,                 0.1569,          0.3813,             114.1216,         20,                   43.9694,                        4.8449,                16.5633,                    72.9425
        186.1881,             0.4618,                 0.1569,          0.3813,             114.1216,         30,                   40.1632,                        2.5201,                23.7859,                    85.9258
        186.1881,             0.4618,                 0.1569,          0.3813,             114.1216,         40,                   36.6866,                        1.3109,                30.3833,                    92.6792
        195.2393,             0.4378,                 0.2941,          0.2681,              89.9624,          0,                   39.3832,                       26.4572,                 0.0000,                     0.0000
        195.2393,             0.4378,                 0.2941,          0.2681,              89.9624,          5,                   36.5801,                       15.6635,                 7.1174,                    40.7971
        195.2393,             0.4378,                 0.2941,          0.2681,              89.9624,         10,                   33.9765,                        9.2732,                13.7283,                    64.9504
        195.2393,             0.4378,                 0.2941,          0.2681,              89.9624,         15,                   31.5583,                        5.4899,                19.8686,                    79.2499
        195.2393,             0.4378,                 0.2941,          0.2681,              89.9624,         20,                   29.3121,                        3.2501,                25.5720,                    87.7156
        195.2393,             0.4378,                 0.2941,          0.2681,              89.9624,         30,                   25.2880,                        1.1391,                35.7897,                    95.6946
        195.2393,             0.4378,                 0.2941,          0.2681,              89.9624,         40,                   21.8164,                        0.3992,                44.6048,                    98.4911
        184.8482,             0.4554,                 0.2676,          0.2770,              79.9878,          0,                   36.4256,                       21.4071,                 0.0000,                     0.0000
        184.8482,             0.4554,                 0.2676,          0.2770,              79.9878,          5,                   34.9551,                       15.8864,                 4.0369,                    25.7891
        184.8482,             0.4554,                 0.2676,          0.2770,              79.9878,         10,                   33.5440,                       11.7894,                 7.9108,                    44.9275
        184.8482,             0.4554,                 0.2676,          0.2770,              79.9878,         15,                   32.1899,                        8.7490,                11.6283,                    59.1304
        184.8482,             0.4554,                 0.2676,          0.2770,              79.9878,         20,                   30.8904,                        6.4927,                15.1957,                    69.6705
        184.8482,             0.4554,                 0.2676,          0.2770,              79.9878,         30,                   28.4468,                        3.5756,                21.9044,                    83.2971
        184.8482,             0.4554,                 0.2676,          0.2770,              79.9878,         40,                   26.1964,                        1.9691,                28.0824,                    90.8015
        187.2604,             0.4042,                 0.2991,          0.2968,             119.8039,          0,                   48.4231,                       35.8278,                 0.0000,                     0.0000
        187.2604,             0.4042,                 0.2991,          0.2968,             119.8039,          5,                   46.1296,                       25.2566,                 4.7365,                    29.5056
        187.2604,             0.4042,                 0.2991,          0.2968,             119.8039,         10,                   43.9446,                       17.8044,                 9.2486,                    50.3055
        187.2604,             0.4042,                 0.2991,          0.2968,             119.8039,         15,                   41.8632,                       12.5511,                13.5470,                    64.9684
        187.2604,             0.4042,                 0.2991,          0.2968,             119.8039,         20,                   39.8804,                        8.8477,                17.6419,                    75.3049
        187.2604,             0.4042,                 0.2991,          0.2968,             119.8039,         30,                   36.1920,                        4.3967,                25.2589,                    87.7282
        187.2604,             0.4042,                 0.2991,          0.2968,             119.8039,         40,                   32.8447,                        2.1848,                32.1714,                    93.9018
        180.1881,             0.4128,                 0.2682,          0.3189,             143.1225,          0,                   59.0878,                       38.3904,                 0.0000,                     0.0000
        180.1881,             0.4128,                 0.2682,          0.3189,             143.1225,          5,                   57.5097,                       31.4627,                 2.6707,                    18.0453
        180.1881,             0.4128,                 0.2682,          0.3189,             143.1225,         10,                   55.9738,                       25.7852,                 5.2702,                    32.8343
        180.1881,             0.4128,                 0.2682,          0.3189,             143.1225,         15,                   54.4788,                       21.1321,                 7.8002,                    44.9547
        180.1881,             0.4128,                 0.2682,          0.3189,             143.1225,         20,                   53.0239,                       17.3187,                10.2626,                    54.8879
        180.1881,             0.4128,                 0.2682,          0.3189,             143.1225,         30,                   50.2294,                       11.6321,                14.9919,                    69.7004
        180.1881,             0.4128,                 0.2682,          0.3189,             143.1225,         40,                   47.5822,                        7.8127,                19.4720,                    79.6493
        190.6951,             0.4289,                 0.2249,          0.3461,             103.8394,          0,                   44.5383,                       23.3572,                 0.0000,                     0.0000
        190.6951,             0.4289,                 0.2249,          0.3461,             103.8394,          5,                   41.9890,                       15.3040,                 5.7238,                    34.4784
        190.6951,             0.4289,                 0.2249,          0.3461,             103.8394,         10,                   39.5856,                       10.0274,                11.1200,                    57.0694
        190.6951,             0.4289,                 0.2249,          0.3461,             103.8394,         15,                   37.3198,                        6.5700,                16.2074,                    71.8715
        190.6951,             0.4289,                 0.2249,          0.3461,             103.8394,         20,                   35.1837,                        4.3047,                21.0035,                    81.5700
        190.6951,             0.4289,                 0.2249,          0.3461,             103.8394,         30,                   31.2712,                        1.8480,                29.7880,                    92.0882
        190.6951,             0.4289,                 0.2249,          0.3461,             103.8394,         40,                   27.7938,                        0.7933,                37.5957,                    96.6036
        193.1111,             0.3792,                 0.2841,          0.3367,             132.2493,          0,                   50.1547,                       37.5701,                 0.0000,                     0.0000
        193.1111,             0.3792,                 0.2841,          0.3367,             132.2493,          5,                   46.9387,                       23.3819,                 6.4122,                    37.7645
        193.1111,             0.3792,                 0.2841,          0.3367,             132.2493,         10,                   43.9289,                       14.5518,                12.4132,                    61.2677
        193.1111,             0.3792,                 0.2841,          0.3367,             132.2493,         15,                   41.1121,                        9.0562,                18.0294,                    75.8951
        193.1111,             0.3792,                 0.2841,          0.3367,             132.2493,         20,                   38.4759,                        5.6361,                23.2855,                    84.9984
